theta/2theta,Intensity
10.98999977,421.3120728
11,387.5
11.01000023,387.5
11.02000046,388.2857361
11.02999973,405.5142212
11.03999996,501.90802
11.05000019,512.5619507
11.06000042,420.6487732
11.06999969,337.3451843
11.07999992,380.6029968
11.09000015,400.7817078
11.10000038,453.8188477
11.10999966,441.7871399
11.11999989,356.0583801
11.13000011,426.9857178
11.14000034,449.3493347
11.14999962,434.9528809
11.15999985,357.3074951
11.17000008,395.5248718
11.18000031,394.3922119
11.18999958,426.7889099
11.19999981,402.5401001
11.21000004,484.2312012
11.22000027,386.6976624
11.22999954,434.1575623
11.23999977,444.7568359
11.25,424.95047
11.26000023,364.0473938
11.27000046,391.2842407
11.27999973,449.2599792
11.28999996,437.5
11.30000019,436.3227844
11.31000042,414.1385193
11.31999969,376.4388733
11.32999992,469.5346985
11.34000015,373.3893738
11.35000038,426.2255859
11.35999966,523.1130371
11.36999989,404.7552185
11.38000011,417.047821
11.39000034,427.4046021
11.39999962,478.4492188
11.40999985,459.8935852
11.42000008,402.5223694
11.43000031,461.1995544
11.43999958,430.1083984
11.44999981,452.1990967
11.46000004,399.5627441
11.47000027,389.1818542
11.47999954,439.5183105
11.48999977,498.4525146
11.5,446.669281
11.51000023,342.3283081
11.52000046,505.6412964
11.52999973,409.1859131
11.53999996,441.9696045
11.55000019,452.8312683
11.56000042,396.5516663
11.56999969,430.1770935
11.57999992,476.9655762
11.59000015,364.7636108
11.60000038,491.5992432
11.60999966,487.2526245
11.61999989,469.6520081
11.63000011,384.5999756
11.64000034,487.9057007
11.64999962,524.1311646
11.65999985,433.7402344
11.67000008,483.1067505
11.68000031,449.9772644
11.68999958,446.0392151
11.69999981,495.8217468
11.71000004,491.5348206
11.72000027,399.9946594
11.72999954,345.9005127
11.73999977,462.1990662
11.75,450.0489807
11.76000023,420.9866638
11.77000046,453.9468079
11.77999973,454.1666565
11.78999996,342.7097473
11.80000019,436.4832153
11.81000042,482.7857361
11.81999969,466.888092
11.82999992,446.13797
11.84000015,404.831665
11.85000038,445.1126099
11.85999966,511.2577209
11.86999989,516.5834351
11.88000011,418.7974243
11.89000034,506.2576599
11.89999962,483.9328308
11.90999985,475.210968
11.92000008,539.8898926
11.93000031,501.1661682
11.93999958,459.5551453
11.94999981,474.4890137
11.96000004,446.7664795
11.97000027,409.5831604
11.97999954,492.8002625
11.98999977,399.4331665
12,415.888916
12.01000023,392.6333313
12.02000046,447.6665955
12.02999973,469.9721985
12.03999996,395.0446167
12.05000019,411.5832825
12.06000042,432.3888245
12.06999969,469.0832214
12.07999992,458.9333496
12.09000015,450.4111328
12.10000038,430.2222595
12.10999966,464.7166443
12.11999989,466.6666565
12.13000011,450.9111023
12.14000034,453.9333496
12.14999962,462.0222473
12.15999985,431.1220398
12.17000008,429.1666565
12.18000031,487.8339233
12.18999958,436.9882202
12.19999981,448.9335632
12.21000004,539.5737915
12.22000027,549.72229
12.22999954,410.1967468
12.23999977,473.6797485
12.25,424.9539185
12.26000023,502.0360718
12.27000046,415.663208
12.27999973,481.5919189
12.28999996,533.7020874
12.30000019,429.8501587
12.31000042,459.2243347
12.31999969,454.8328857
12.32999992,484.790863
12.34000015,456.9200745
12.35000038,473.2514343
12.35999966,532.1712646
12.36999989,381.4587097
12.38000011,492.0782776
12.39000034,473.8081055
12.39999962,520.0940552
12.40999985,464.4598999
12.42000008,458.3333435
12.43000031,462.1060181
12.43999958,492.6373291
12.44999981,503.3565979
12.46000004,515.4349976
12.47000027,460.4078979
12.47999954,540.3030396
12.48999977,407.8977356
12.5,574.6330566
12.51000023,476.5218201
12.52000046,425.2703857
12.52999973,495.1820984
12.53999996,507.8785706
12.55000019,500.9205322
12.56000042,437.0851135
12.56999969,399.6038208
12.57999992,421.6621704
12.59000015,461.8431702
12.60000038,418.8422852
12.60999966,482.2923584
12.61999989,469.6600647
12.63000011,492.3024292
12.64000034,481.2063904
12.64999962,402.4910278
12.65999985,464.5808105
12.67000008,464.0794067
12.68000031,440.6918945
12.68999958,517.3417969
12.69999981,547.2849731
12.71000004,492.1095886
12.72000027,461.6575012
12.72999954,541.2973633
12.73999977,528.9553223
12.75,514.2116699
12.76000023,469.4126892
12.77000046,505.5212402
12.77999973,437.3284302
12.78999996,535.796936
12.80000019,489.9320374
12.81000042,468.477417
12.81999969,391.9573975
12.82999992,464.4166565
12.84000015,489.806427
12.85000038,435.0093689
12.85999966,470.9625549
12.86999989,369.7341003
12.88000011,455.7375183
12.89000034,471.4809265
12.89999962,460.292572
12.90999985,517.9708862
12.92000008,473.1251221
12.93000031,438.0202942
12.93999958,489.1990662
12.94999981,531.375
12.96000004,499.2131653
12.97000027,505.5671692
12.97999954,452.8191223
12.98999977,517.8778687
13,495.2881165
13.01000023,484.0468445
13.02000046,545.3915405
13.02999973,475.7207642
13.03999996,557.9976807
13.05000019,496.8175049
13.06000042,496.2953186
13.06999969,517.1011963
13.07999992,520.833313
13.09000015,483.3312988
13.10000038,478.4037781
13.10999966,509.7514343
13.11999989,506.4881897
13.13000011,490.6172791
13.14000034,477.3544006
13.14999962,468.2472229
13.15999985,510.4884338
13.17000008,574.6801758
13.18000031,527.0209351
13.18999958,465.5374146
13.19999981,454.1666565
13.21000004,487.6018372
13.22000027,505.8474731
13.22999954,508.3333435
13.23999977,488.3707581
13.25,493.2981873
13.26000023,535.6271362
13.27000046,492.8625183
13.27999973,469.2510681
13.28999996,469.9664001
13.30000019,520.2473145
13.31000042,546.4885254
13.31999969,625.5164795
13.32999992,537.6640625
13.34000015,550.8743896
13.35000038,555.9661255
13.35999966,583.5197754
13.36999989,523.2908325
13.38000011,471.6614075
13.39000034,514.4210205
13.39999962,490.2914734
13.40999985,495.3373413
13.42000008,454.7985535
13.43000031,473.8988037
13.43999958,534.8173828
13.44999981,643.1564941
13.46000004,552.180481
13.47000027,503.8611755
13.47999954,464.8449097
13.48999977,502.0235596
13.5,545.331665
13.51000023,554.166687
13.52000046,576.3853149
13.52999973,510.4547119
13.53999996,509.6422729
13.55000019,459.8275757
13.56000042,447.9712219
13.56999969,475.1745911
13.57999992,461.34375
13.59000015,447.8948364
13.60000038,480.2684937
13.60999966,494.791687
13.61999989,498.9529114
13.63000011,490.6576233
13.64000034,531.0214844
13.64999962,527.2139893
13.65999985,449.5843506
13.67000008,486.8467407
13.68000031,505.2464294
13.68999958,488.7594299
13.69999981,511.0173645
13.71000004,514.6921997
13.72000027,509.4348755
13.72999954,483.8559265
13.73999977,526.9219971
13.75,542.7845459
13.76000023,535.5799561
13.77000046,436.1200562
13.77999973,494.0067749
13.78999996,517.0585327
13.80000019,470.1975708
13.81000042,493.3768005
13.81999969,520.3762207
13.82999992,446.8623657
13.84000015,434.6658325
13.85000038,492.5718994
13.85999966,476.6321106
13.86999989,513.22052
13.88000011,518.442688
13.89000034,518.4453735
13.89999962,556.4404907
13.90999985,529.3676758
13.92000008,515.4564209
13.93000031,534.3724976
13.93999958,509.2656555
13.94999981,531.1147461
13.96000004,537.0292358
13.97000027,559.6967163
13.97999954,529.8995972
13.98999977,489.1526794
14,511.2095642
14.01000023,513.369751
14.02000046,548.9633179
14.02999973,534.8027344
14.03999996,546.8550415
14.05000019,523.7028198
14.06000042,511.2137756
14.06999969,495.2497864
14.07999992,496.1088562
14.09000015,522.9135742
14.10000038,513.3218994
14.10999966,472.7796936
14.11999989,512.4442749
14.13000011,514.7597656
14.14000034,498.4924316
14.14999962,493.0016479
14.15999985,517.1032104
14.17000008,486.8536072
14.18000031,500.4521484
14.18999958,600.9680176
14.19999981,560.3323364
14.21000004,492.8411255
14.22000027,551.8057861
14.22999954,548.4624023
14.23999977,501.3367615
14.25,479.1672363
14.26000023,475
14.27000046,430.73172
14.27999973,466.3218994
14.28999996,498.5892944
14.30000019,497.2494507
14.31000042,479.3624573
14.31999969,528.3678589
14.32999992,563.802002
14.34000015,498.4433594
14.35000038,492.4588318
14.35999966,568.1321411
14.36999989,613.5636597
14.38000011,615.4187012
14.39000034,555.7595825
14.39999962,500.7312622
14.40999985,468.6621094
14.42000008,485.1906128
14.43000031,483.9179993
14.43999958,525.8237305
14.44999981,591.5402222
14.46000004,553.888855
14.47000027,515.5158081
14.47999954,523.1134033
14.48999977,537.1105347
14.5,504.6707458
14.51000023,591.4573975
14.52000046,593.6356812
14.52999973,555.7069702
14.53999996,491.2626953
14.55000019,480.3227539
14.56000042,527.1559448
14.56999969,548.4381714
14.57999992,568.196106
14.59000015,558.4142456
14.60000038,491.471344
14.60999966,556.4979858
14.61999989,567.6867065
14.63000011,555.5075684
14.64000034,538.4282837
14.64999962,495.2159424
14.65999985,543.0755615
14.67000008,552.7216797
14.68000031,581.699585
14.68999958,589.6381226
14.69999981,536.9776001
14.71000004,515.0294189
14.72000027,567.1480103
14.72999954,526.9580688
14.73999977,526.9195557
14.75,528.2381592
14.76000023,505.83078
14.77000046,511.6582031
14.77999973,499.2240601
14.78999996,487.5
14.80000019,537.1209717
14.81000042,543.6008911
14.81999969,557.1138916
14.82999992,559.4472656
14.84000015,491.723114
14.85000038,525.3380127
14.85999966,550.5119019
14.86999989,528.4464722
14.88000011,559.1329956
14.89000034,559.0063477
14.89999962,502.8293457
14.90999985,525.8612061
14.92000008,504.501709
14.93000031,510.7245789
14.93999958,543.4274902
14.94999981,510.4602356
14.96000004,494.6853943
14.97000027,543.0157471
14.97999954,605.9971924
14.98999977,543.5213623
15,498.1560669
15.01000023,531.4464722
15.02000046,505.663208
15.02999973,482.0727539
15.03999996,471.0344238
15.05000019,519.3518677
15.06000042,557.3006592
15.06999969,559.3446045
15.07999992,524.7124634
15.09000015,498.6429749
15.10000038,534.3276367
15.10999966,518.9831543
15.11999989,522.1404419
15.13000011,568.4320679
15.14000034,562.6454468
15.14999962,561.8864136
15.15999985,513.2255249
15.17000008,483.0433044
15.18000031,495.4455261
15.18999958,471.219696
15.19999981,542.5614624
15.21000004,551.0924072
15.22000027,552.229126
15.22999954,557.2408447
15.23999977,563.4908447
15.25,494.7301331
15.26000023,475.6686401
15.27000046,519.6672974
15.27999973,550.8652344
15.28999996,571.7011108
15.30000019,540.8883667
15.31000042,526.9589844
15.31999969,544.821228
15.32999992,575.6821289
15.34000015,587.5
15.35000038,580.940979
15.35999966,596.8098755
15.36999989,584.0319824
15.38000011,497.7387085
15.39000034,508.6173401
15.39999962,497.5586548
15.40999985,504.4247742
15.42000008,514.9606934
15.43000031,488.2233276
15.43999958,508.2234497
15.44999981,512.6984253
15.46000004,563.3853149
15.47000027,608.4111938
15.47999954,604.0322876
15.48999977,528.2623901
15.5,500.4126587
15.51000023,543.8027954
15.52000046,535.3308716
15.52999973,518.743103
15.53999996,533.3460693
15.55000019,541.6816406
15.56000042,535.4075928
15.56999969,543.7067871
15.57999992,519.0458984
15.59000015,477.2086182
15.60000038,509.7785645
15.60999966,521.4047241
15.61999989,530.3881226
15.63000011,534.2606812
15.64000034,536.3627319
15.64999962,552.9386597
15.65999985,551.1481323
15.67000008,536.9730835
15.68000031,553.8411865
15.68999958,596.9297485
15.69999981,554.6685181
15.71000004,527.7060547
15.72000027,492.6094971
15.72999954,514.4753418
15.73999977,578.3272705
15.75,507.0444031
15.76000023,467.3663635
15.77000046,537.2582397
15.77999973,524.0524902
15.78999996,506.1184692
15.80000019,537.5307617
15.81000042,551.4215698
15.81999969,482.7059631
15.82999992,487.0830688
15.84000015,579.1947021
15.85000038,592.973999
15.85999966,559.6831665
15.86999989,514.9365845
15.88000011,506.1810608
15.89000034,542.8266602
15.89999962,561.7400513
15.90999985,572.7213745
15.92000008,586.2963867
15.93000031,581.225769
15.93999958,562.0775757
15.94999981,562.9330444
15.96000004,597.4246826
15.97000027,595.7163086
15.97999954,511.1228027
15.98999977,512.8624878
16,540.798645
16.01000023,547.5162354
16.02000046,558.0257568
16.03000069,510.6527405
16.04000092,512.6713867
16.04999924,570.2941284
16.05999947,564.149353
16.06999969,530.1655273
16.07999992,511.3580017
16.09000015,558.4765015
16.10000038,602.9716187
16.11000061,551.2850342
16.12000084,514.7628784
16.12999916,508.6353455
16.13999939,498.9521179
16.14999962,550.6452026
16.15999985,521.2572021
16.17000008,499.7509766
16.18000031,523.6460571
16.19000053,526.3751221
16.20000076,514.9324341
16.20999908,529.7896118
16.21999931,586.9162598
16.22999954,588.6557007
16.23999977,538.7045898
16.25,565.1644897
16.26000023,554.5700684
16.27000046,519.9083862
16.28000069,527.7271729
16.29000092,550
16.29999924,556.7253418
16.30999947,546.5541992
16.31999969,526.6911621
16.32999992,548.3284912
16.34000015,579.9155884
16.35000038,566.163208
16.36000061,528.8253174
16.37000084,612.0529175
16.37999916,651.0267944
16.38999939,585.954834
16.39999962,481.5593262
16.40999985,478.7821655
16.42000008,551.6178589
16.43000031,571.9053345
16.44000053,572.6755371
16.45000076,525.9625854
16.45999908,535.2041626
16.46999931,555.1503906
16.47999954,532.5518188
16.48999977,510.4903259
16.5,533.4384155
16.51000023,540.0334473
16.52000046,533.8825684
16.53000069,568.7391968
16.54000092,568.2849731
16.54999924,545.3522339
16.55999947,523.604248
16.56999969,504.6160889
16.57999992,507.8997498
16.59000015,538.2036743
16.60000038,579.8007202
16.61000061,513.2184448
16.62000084,520.7400513
16.62999916,570.6570435
16.63999939,519.1844482
16.64999962,559.3018799
16.65999985,559.4735107
16.67000008,540.4421387
16.68000031,567.0456543
16.69000053,530.1228638
16.70000076,499.0247803
16.70999908,493.034668
16.71999931,548.9647827
16.72999954,584.3153076
16.73999977,617.7545776
16.75,578.1779175
16.76000023,566.5690918
16.77000046,597.3679199
16.78000069,525.1174316
16.79000092,509.1464233
16.79999924,496.5198975
16.80999947,562.5
16.81999969,535.7675781
