alpha,I
2.683,6.8
2.677,7.6
2.672,8.6
2.667,9
2.661,8.5
2.656,7.7
2.651,6.9
2.645,6.5
2.64,6.2
2.635,6.1
2.629,6
2.624,6
2.619,5.9
2.613,6
2.608,6
2.602,6.3
2.597,6.7
2.592,7.4
2.586,8.4
2.581,9.7
2.576,10.2
2.57,9.8
2.565,9
2.56,8.2
2.554,7.8
2.549,7.6
2.544,7.5
2.538,7.5
2.533,7.5
2.528,8
2.522,8.8
2.517,10.1
2.512,10.9
2.506,10.7
2.501,9.6
2.496,8.4
2.49,7.6
2.485,6.8
2.48,6.4
2.474,6.4
2.469,6.3
2.464,6.3
2.458,6.3
2.453,6.3
2.448,6.3
2.442,6.7
2.437,7.1
2.432,8
2.426,9.3
2.421,11.2
2.416,12.4
2.41,12.4
2.405,11.6
2.4,10.4
2.394,9.6
2.389,9.2
2.384,8.8
2.378,8.8
2.373,8.8
2.368,8.8
2.362,9.3
2.357,10.5
2.352,12.2
2.346,13.6
2.341,13.6
2.336,12.4
2.33,10.8
2.325,9.6
2.32,8.4
2.314,7.6
2.309,7.2
2.304,6.8
2.298,6.8
2.293,6.8
2.288,6.8
2.282,6.8
2.277,6.9
2.272,7.3
2.266,8
2.261,8.8
2.256,10.5
2.25,12.8
2.245,14.9
2.24,16
2.234,15.6
2.229,14.4
2.223,13.2
2.218,12.1
2.213,11.5
2.207,11.1
2.202,10.8
2.197,10.8
2.191,10.8
2.186,11.5
2.181,12.8
2.175,14.8
2.17,16.8
2.165,17.8
2.159,17.2
2.154,15.6
2.149,13.6
2.143,11.9
2.138,10.4
2.133,9.5
2.127,8.7
2.122,8.2
2.117,7.8
2.111,7.6
2.106,7.6
2.101,7.6
2.095,7.6
2.09,8
2.085,8.4
2.079,9
2.074,10.3
2.069,12.4
2.063,15.2
2.058,18.3
2.053,19.9
2.047,19.8
2.042,18.4
2.037,16.8
2.031,15.2
2.026,14
2.021,13.2
2.015,12.8
2.01,12.4
2.005,12.4
1.999,12.5
1.994,13.3
1.989,14.8
1.983,17.2
1.978,19.9
1.972,21.9
1.967,22
1.962,20.8
1.956,18.8
1.951,16.5
1.946,14.5
1.94,12.8
1.935,11.3
1.93,10.3
1.924,9.6
1.919,9.2
1.914,8.8
1.908,8.5
1.903,8.4
1.898,8.4
1.892,8.4
1.887,8.8
1.882,9.2
1.876,10
1.871,11.2
1.866,13.5
1.86,16.7
1.855,20.6
1.85,24.2
1.844,25.9
1.839,25.5
1.834,23.6
1.828,21.3
1.823,19.2
1.818,17.6
1.812,16.4
1.807,15.6
1.802,15.2
1.796,14.9
1.791,14.9
1.786,15.2
1.78,16.3
1.775,18.3
1.769,21.2
1.764,24.8
1.759,28.1
1.753,29.6
1.748,29.1
1.743,26.8
1.737,24
1.732,21.1
1.727,18.5
1.721,16.5
1.716,14.9
1.711,13.7
1.705,12.7
1.7,11.9
1.695,11.2
1.689,10.8
1.684,10.4
1.679,10.3
1.673,10.3
1.668,10.3
1.663,10.4
1.657,10.8
1.652,11.3
1.647,12.4
1.641,14
1.636,16.3
1.631,19.6
1.625,24
1.62,28.5
1.615,32.1
1.609,33.5
1.604,32.7
1.599,30.4
1.593,27.6
1.588,24.8
1.582,22.4
1.577,20.8
1.572,19.6
1.566,18.8
1.561,18.4
1.556,18.3
1.55,18.3
1.545,18.8
1.54,19.7
1.534,21.4
1.529,24
1.524,27.6
1.518,32
1.513,36.1
1.508,38.8
1.502,39.3
1.497,37.6
1.492,34.5
1.486,30.9
1.481,27.3
1.476,24.2
1.47,21.6
1.465,19.6
1.46,18
1.454,16.8
1.449,15.7
1.444,14.9
1.438,14.1
1.433,13.6
1.428,13.2
1.422,12.9
1.417,12.8
1.411,12.8
1.406,12.8
1.401,12.8
1.395,13.2
1.39,13.6
1.385,14.4
1.379,15.2
1.374,16.5
1.369,18.5
1.363,21.6
1.358,25.7
1.353,30.9
1.347,36.4
1.342,41.2
1.337,44
1.331,44.3
1.326,42.7
1.321,39.5
1.315,35.9
1.31,32.3
1.305,29.1
1.299,26.3
1.294,24.3
1.289,22.7
1.283,21.5
1.278,20.8
1.273,20.5
1.267,20.6
1.262,21
1.256,21.6
1.251,22.8
1.246,24.6
1.24,27
1.235,30.5
1.23,34.6
1.224,39.3
1.219,43.8
1.214,47.6
1.208,49.9
1.203,50.3
1.198,49
1.192,46.4
1.187,42.9
1.182,39.1
1.176,35.3
1.171,31.8
1.166,28.6
1.16,25.9
1.155,23.6
1.15,21.8
1.144,20.3
1.139,19.1
1.134,18.1
1.128,17.3
1.123,16.5
1.118,16
1.112,15.6
1.107,15.4
1.101,15.2
1.096,15.1
1.091,15
1.085,15
1.08,15
1.075,15.1
1.069,15.2
1.064,15.6
1.059,16
1.053,16.7
1.048,17.6
1.043,18.8
1.037,20.4
1.032,22.4
1.027,25.1
1.021,28.5
1.016,32.7
1.011,37.6
1.005,42.8
1,48.1
0.995,52.7
0.989,56
0.984,57.7
0.979,57.8
0.973,56.3
0.968,53.9
0.962,50.7
0.957,47.4
0.952,44
0.946,40.8
0.941,37.8
0.936,35.2
0.93,32.8
0.925,30.8
0.92,29.2
0.914,27.9
0.909,26.8
0.904,26
0.898,25.5
0.893,25.2
0.888,25.2
0.882,25.6
0.877,26
0.872,26.9
0.866,28.1
0.861,29.7
0.856,31.7
0.85,34.3
0.845,37.5
0.84,41.1
0.834,45
0.829,49.3
0.823,53.4
0.818,57.3
0.813,60.6
0.807,63
0.802,64.4
0.797,64.6
0.791,63.8
0.786,62.2
0.781,59.9
0.775,57.2
0.77,54.4
0.765,51.3
0.759,48.4
0.754,45.6
0.749,42.9
0.743,40.3
0.738,37.7
0.733,35.5
0.727,33.3
0.722,31.4
0.717,29.8
0.711,28.2
0.706,26.6
0.701,25.3
0.695,24.1
0.69,22.9
0.684,22.1
0.679,21.2
0.674,20.4
0.668,19.7
0.663,19.2
0.658,18.7
0.652,18.3
0.647,17.9
0.642,17.5
0.636,17.2
0.631,17
0.626,16.8
0.62,16.8
0.615,16.8
0.61,16.7
0.604,16.6
0.599,16.6
0.594,16.6
0.588,16.7
0.583,16.7
0.578,16.8
0.572,17.2
0.567,17.4
0.561,17.7
0.556,18
0.551,18.4
0.545,18.8
0.54,19.4
0.535,20
0.529,20.8
0.524,21.6
0.519,22.4
0.513,23.3
0.508,24.5
0.503,25.8
0.497,27.1
0.492,28.7
0.487,30.3
0.481,32.3
0.476,34.4
0.471,36.8
0.465,39.2
0.46,42.1
0.455,45
0.449,48.3
0.444,51.7
0.438,55.1
0.433,58.4
0.428,61.6
0.422,64.6
0.417,67.4
0.412,70
0.406,72.2
0.401,74.1
0.396,75.7
0.39,77
0.385,77.8
0.38,78.3
0.374,78.4
0.369,78.4
0.364,77.9
0.358,77.2
0.353,76.3
0.348,75.2
0.342,74.1
0.337,72.8
0.332,71.6
0.326,70.1
0.321,68.5
0.316,67.1
0.31,65.8
0.305,64.4
0.299,63
0.294,61.7
0.289,60.3
0.283,59
0.278,57.7
0.273,56.5
0.267,55.2
0.262,54.1
0.257,52.9
0.251,51.9
0.246,50.8
0.241,49.6
0.235,48.5
0.23,47.6
0.225,46.7
0.219,45.8
0.214,44.9
0.209,44
0.203,43.2
0.198,42.3
0.193,41.6
0.187,41.2
0.182,40.8
0.176,40.2
0.171,39.7
0.166,39.2
0.16,38.8
0.155,38.3
0.15,37.8
0.144,37.4
0.139,37
0.134,36.7
0.128,36.3
0.123,36
0.118,35.6
0.112,35.2
0.107,34.8
0.102,34.4
0.096,34
0.091,33.6
0.086,33.2
0.08,32.9
0.075,32.7
0.07,32.4
0.064,32.1
0.059,32
0.053,32
0.048,32.1
0.043,32.2
0.037,32.3
0.032,32.3
0.027,32.3
0.021,32.3
0.016,32.3
0.011,32.1
0.005,32.1
0,32
-0.005,32
-0.011,31.9
-0.016,31.8
-0.021,31.8
-0.027,31.7
-0.032,31.7
-0.037,31.7
-0.043,31.7
-0.048,31.7
-0.053,31.8
-0.059,31.9
-0.064,32
-0.07,32.1
-0.075,32.3
-0.08,32.4
-0.086,32.4
-0.091,32.6
-0.096,32.7
-0.102,32.9
-0.107,33.1
-0.112,33.3
-0.118,33.6
-0.123,33.9
-0.128,34.1
-0.134,34.4
-0.139,34.7
-0.144,34.9
-0.15,35.2
-0.155,35.6
-0.16,36
-0.166,36.4
-0.171,36.8
-0.176,37.3
-0.182,37.8
-0.187,38.4
-0.193,38.9
-0.198,39.7
-0.203,40.4
-0.209,41
-0.214,41.9
-0.219,42.7
-0.225,43.6
-0.23,44.7
-0.235,45.9
-0.241,47
-0.246,48.3
-0.251,49.8
-0.257,51.3
-0.262,52.9
-0.267,54.7
-0.273,56.7
-0.278,58.7
-0.283,60.9
-0.289,63.3
-0.294,65.7
-0.299,68.2
-0.305,70.7
-0.31,73.3
-0.316,75.9
-0.321,78.2
-0.326,80.6
-0.332,82.5
-0.337,84.8
-0.342,86.5
-0.348,88.1
-0.353,89.3
-0.358,90.7
-0.364,91.3
-0.369,91.8
-0.374,91.5
-0.38,91.2
-0.385,90.4
-0.39,88.9
-0.396,87.3
-0.401,85.5
-0.406,83.1
-0.412,80.5
-0.417,77.7
-0.422,74.6
-0.428,71.4
-0.433,68.2
-0.438,65
-0.444,62.1
-0.449,59.2
-0.455,56.4
-0.46,53.9
-0.465,51.4
-0.471,49.1
-0.476,47.1
-0.481,45.1
-0.487,43.1
-0.492,41.5
-0.497,40
-0.503,38.4
-0.508,37.1
-0.513,35.8
-0.519,34.5
-0.524,33.3
-0.529,32
-0.535,30.9
-0.54,29.8
-0.545,28.9
-0.551,28
-0.556,27.2
-0.561,26.4
-0.567,25.4
-0.572,24.6
-0.578,23.8
-0.583,23
-0.588,22.3
-0.594,21.6
-0.599,21.2
-0.604,20.8
-0.61,20.4
-0.615,20
-0.62,19.6
-0.626,19.2
-0.631,18.8
-0.636,18.4
-0.642,18.1
-0.647,18
-0.652,17.9
-0.658,17.9
-0.663,17.9
-0.668,18
-0.674,18.3
-0.679,18.7
-0.684,19.2
-0.69,20
-0.695,20.9
-0.701,22.1
-0.706,23.5
-0.711,25.3
-0.717,27.3
-0.722,29.9
-0.727,33
-0.733,36.6
-0.738,40.8
-0.743,45.4
-0.749,50.3
-0.754,55.1
-0.759,59.2
-0.765,62.5
-0.77,64.6
-0.775,65.4
-0.781,65.1
-0.786,63.8
-0.791,61.8
-0.797,59.5
-0.802,56.8
-0.807,54.4
-0.813,52
-0.818,49.8
-0.823,47.8
-0.829,46.1
-0.834,44.5
-0.84,43
-0.845,41.8
-0.85,40.7
-0.856,39.7
-0.861,38.8
-0.866,37.9
-0.872,37.1
-0.877,36.5
-0.882,36.1
-0.888,35.8
-0.893,35.7
-0.898,35.8
-0.904,36.3
-0.909,37.3
-0.914,38.9
-0.92,41
-0.925,44.1
-0.93,47.7
-0.936,52
-0.941,56.4
-0.946,60.5
-0.952,63.6
-0.957,65.2
-0.962,65.2
-0.968,63.7
-0.973,61.3
-0.979,58.5
-0.984,55.3
-0.989,52.1
-0.995,49.2
-1,46.4
-1.005,43.8
-1.011,41.5
-1.016,39.4
-1.021,37.4
-1.027,35.6
-1.032,33.9
-1.037,32.4
-1.043,30.9
-1.048,29.6
-1.053,28.1
-1.059,26.7
-1.064,25.6
-1.069,24.9
-1.075,24.5
-1.08,24.1
-1.085,23.7
-1.091,23.3
-1.096,23.2
-1.101,23
-1.107,22.9
-1.112,22.8
-1.118,23
-1.123,23.4
-1.128,24.1
-1.134,25.4
-1.139,27.4
-1.144,30.1
-1.15,33.6
-1.155,37.5
-1.16,41.2
-1.166,44.4
-1.171,46.3
-1.176,47.2
-1.182,47.1
-1.187,46.1
-1.192,44.5
-1.198,42.5
-1.203,40.5
-1.208,38.5
-1.214,36.7
-1.219,35.2
-1.224,33.9
-1.23,32.8
-1.235,32
-1.24,31.2
-1.246,30.4
-1.251,30
-1.256,29.7
-1.262,29.7
-1.267,30.1
-1.273,31.2
-1.278,33.1
-1.283,36.1
-1.289,39.8
-1.294,43.4
-1.299,46.1
-1.305,47.6
-1.31,47.8
-1.315,47.1
-1.321,45.7
-1.326,44
-1.331,42.1
-1.337,40.1
-1.342,38.1
-1.347,36.3
-1.353,34.6
-1.358,32.9
-1.363,31.4
-1.369,30
-1.374,28.8
-1.379,27.8
-1.385,26.9
-1.39,26.1
-1.395,25.2
-1.401,24.4
-1.406,23.6
-1.411,22.8
-1.417,22.3
-1.422,21.9
-1.428,21.8
-1.433,21.8
-1.438,22.4
-1.444,23.9
-1.449,26.1
-1.454,28.9
-1.46,31.7
-1.465,34.1
-1.47,35.6
-1.476,36.2
-1.481,36.1
-1.486,35.4
-1.492,34.5
-1.497,33.4
-1.502,32.3
-1.508,31.3
-1.513,30.4
-1.518,29.6
-1.524,28.8
-1.529,27.9
-1.534,27.1
-1.54,26.6
-1.545,26.6
-1.55,27.2
-1.556,28.5
-1.561,30.4
-1.566,32.5
-1.572,34.1
-1.577,35.3
-1.582,35.8
-1.588,35.7
-1.593,35.2
-1.599,34.3
-1.604,33.1
-1.609,32
-1.615,30.8
-1.62,29.7
-1.625,28.7
-1.631,27.6
-1.636,26.4
-1.641,25.3
-1.647,24.4
-1.652,23.3
-1.657,22.5
-1.663,22
-1.668,21.5
-1.673,21.1
-1.679,20.8
-1.684,20.8
-1.689,21.2
-1.695,22.4
-1.7,24
-1.705,25.6
-1.711,26.9
-1.716,27.7
-1.721,28.1
-1.727,28.1
-1.732,28.1
-1.737,28
-1.743,27.6
-1.748,27.2
-1.753,26.7
-1.759,26.1
-1.764,25.6
-1.769,25
-1.775,24.6
-1.78,24.5
-1.786,24.6
-1.791,25.1
-1.796,25.9
-1.802,26.7
-1.807,27.2
-1.812,27.6
-1.818,27.7
-1.823,27.7
-1.828,27.5
-1.834,27.1
-1.839,26.5
-1.844,25.9
-1.85,25.1
-1.855,24.4
-1.86,23.7
-1.866,22.9
-1.871,22.4
-1.876,21.6
-1.882,20.8
-1.887,20.1
-1.892,19.6
-1.898,19.2
-1.903,19.2
-1.908,19.6
-1.914,20.4
-1.919,21.3
-1.924,22.2
-1.93,22.9
-1.935,23.3
-1.94,23.6
-1.946,23.6
-1.951,23.6
-1.956,23.4
-1.962,23.2
-1.967,22.8
-1.972,22.4
-1.978,22.1
-1.983,22
-1.989,22
-1.994,22.3
-1.999,22.7
-2.005,23.1
-2.01,23.1
-2.015,23.1
-2.021,23.1
-2.026,22.9
-2.031,22.6
-2.037,22.5
-2.042,22.1
-2.047,21.7
-2.053,21.3
-2.058,20.9
-2.063,20.4
-2.069,20
-2.074,19.5
-2.079,19
-2.085,18.5
-2.09,18.1
-2.095,17.7
-2.101,17.5
-2.106,17.6
-2.111,18.1
-2.117,18.8
-2.122,19.2
-2.127,19.4
-2.133,19.6
-2.138,19.7
-2.143,19.9
-2.149,20
-2.154,20
-2.159,19.8
-2.165,19.6
-2.17,19.6
-2.175,19.6
-2.181,19.6
-2.186,19.7
-2.191,19.7
-2.197,19.7
-2.202,19.7
-2.207,19.7
-2.213,19.7
-2.218,19.7
-2.223,19.7
-2.229,19.5
-2.234,19.2
-2.24,18.8
-2.245,18.4
-2.25,18
-2.256,17.5
-2.261,16.8
-2.266,16.4
-2.272,16
-2.277,16
-2.282,16.4
-2.288,16.8
-2.293,17.2
-2.298,17.2
-2.304,17.2
-2.309,17.2
-2.314,17.2
-2.32,17.2
-2.325,17.2
-2.33,17.1
-2.336,16.8
-2.341,16.7
-2.346,16.8
-2.352,16.8
-2.357,16.9
-2.362,16.9
-2.368,16.9
-2.373,16.8
-2.378,16.8
-2.384,16.8
-2.389,16.8
-2.394,16.8
-2.4,16.8
-2.405,16.8
-2.41,16.8
-2.416,16.3
-2.421,15.9
-2.426,15.5
-2.432,15.2
-2.437,14.9
-2.442,14.9
-2.448,14.9
-2.453,15.1
-2.458,15.2
-2.464,15.2
-2.469,15.2
-2.474,15.2
-2.48,15.2
-2.485,15.2
-2.49,15.3
-2.496,15.3
-2.501,15.3
-2.506,15.3
-2.512,15.3
-2.517,15.3
-2.522,15.2
-2.528,14.9
-2.533,14.6
-2.538,14.4
-2.544,14.4
-2.549,14.4
-2.554,14.4
-2.56,14.5
-2.565,14.5
-2.57,14.5
-2.576,14.3
-2.581,14.1
-2.586,13.8
-2.592,13.7
-2.597,13.7
-2.602,13.7
-2.608,13.7
-2.613,13.7
-2.619,13.7
-2.624,13.6
-2.629,13.6
-2.635,13.6
-2.64,13.6
-2.645,13.6
-2.651,13.6
-2.656,13.6
-2.661,13.6
-2.667,13.6
-2.672,13.6
-2.677,13.5
-2.683,13.3
-2.688,13.2
-2.693,13
-2.699,13
-2.704,12.9
-2.709,12.9
-2.715,12.9
-2.72,12.8
-2.725,12.7
-2.731,12.6
-2.736,12.4
-2.741,12.2
-2.747,12
-2.752,12
-2.757,12
-2.763,12
-2.768,12.1
-2.773,12.1
-2.779,12
-2.784,11.9
-2.789,11.8
-2.795,11.8
-2.8,11.8
-2.805,12
-2.811,12
-2.816,12.1
-2.821,12
-2.827,11.9
-2.832,11.7
-2.837,11.6
-2.843,11.5
-2.848,11.3
-2.853,11.2
-2.859,11.2
-2.864,11.1
-2.869,11.1
-2.875,11.1
-2.88,11.2
-2.885,11.3
-2.891,11.4
-2.896,11.4
-2.901,11.3
-2.907,11.1
-2.912,11.1
-2.917,10.8
-2.923,10.7
-2.928,10.6
-2.933,10.6
-2.939,10.6
-2.944,10.6
-2.949,10.6
-2.955,10.6
-2.96,10.6
-2.965,10.5
-2.971,10.5
-2.976,10.3
-2.981,10.1
-2.987,9.8
-2.992,9.6
-2.997,9.6
-3.003,9.6
-3.008,9.6
-3.013,9.9
-3.019,10.2
-3.024,10.4
-3.029,10.4
-3.035,10.3
-3.04,10
-3.045,9.7
-3.051,9.6
-3.056,9.6
-3.061,9.5
-3.067,9.4
-3.072,9.4
-3.077,9.4
-3.083,9.4
-3.088,9.4
-3.093,9.3
-3.099,9.2
-3.104,9.2
-3.109,8.9
-3.115,8.8
-3.12,8.8
-3.125,8.8
-3.131,8.8
-3.136,8.8
-3.141,8.8
-3.147,8.9
-3.152,8.9
-3.157,8.9
-3.163,8.9
-3.168,8.9
-3.173,8.9
-3.179,8.8
-3.184,8.7
-3.189,8.7
-3.195,8.6
-3.2,8.6
-3.205,8.5
-3.211,8.5
-3.216,8.4
-3.221,8.4
-3.227,8.3
-3.232,8.2
-3.237,8
-3.243,7.9
-3.248,7.8
-3.253,7.7
-3.259,7.7
-3.264,7.9
-3.269,8.1
-3.275,8.2
-3.28,8.3
-3.285,8.3
-3.291,8.3
-3.296,8.2
-3.301,8
-3.306,7.9
-3.312,7.9
-3.317,7.8
-3.322,7.7
-3.328,7.7
-3.333,7.6
-3.338,7.6
-3.344,7.5
-3.349,7.3
-3.354,7.2
-3.36,7.2
-3.365,7.2
-3.37,7.2
-3.376,7.2
-3.381,7.2
-3.386,7.2
-3.392,7.2
-3.397,7.2
-3.402,7.2
-3.408,7.2
-3.413,7.2
-3.418,7.2
-3.424,7.2
-3.429,7.2
-3.434,7.2
-3.44,7.2
-3.445,6.9
-3.45,6.8
-3.456,6.6
-3.461,6.4
-3.466,6.4
-3.472,6.4
-3.477,6.4
-3.482,6.4
-3.488,6.4
-3.493,6.4
-3.498,6.4
-3.504,6.4
-3.509,6.4
-3.514,6.4
-3.52,6.4
-3.525,6.4
-3.53,6.4
-3.536,6.4
-3.541,6.4
-3.546,6.4
-3.552,6.4
-3.557,6.4
-3.562,6.3
-3.568,6
-3.573,5.8
-3.578,5.6
-3.584,5.6
-3.589,5.6
-3.594,5.6
-3.6,5.6
-3.605,5.8
-3.61,5.8
-3.616,5.9
-3.621,6
