alpha,I
3.935,0.8
3.93,1.2
3.924,1.6
3.919,1.6
3.914,1.6
3.908,1.6
3.903,1.6
3.898,1.6
3.892,2
3.887,2
3.882,2
3.876,1.6
3.871,1.6
3.866,1.2
3.86,1.2
3.855,1.2
3.85,1.2
3.844,1.2
3.839,1.2
3.834,1.2
3.829,1.2
3.823,1.6
3.818,2
3.813,2
3.807,2
3.802,2
3.797,2
3.791,2
3.786,2
3.781,2
3.775,2
3.77,1.6
3.765,1.6
3.759,1.6
3.754,1.2
3.749,1.2
3.743,1.2
3.738,1.2
3.733,1.2
3.727,1.2
3.722,1.2
3.717,1.6
3.711,2
3.706,2
3.701,2
3.695,2
3.69,2.4
3.685,2.4
3.679,2.4
3.674,2.4
3.669,2.4
3.663,2.4
3.658,2
3.653,2
3.647,2
3.642,1.6
3.637,1.6
3.632,1.6
3.626,1.6
3.621,1.6
3.616,1.6
3.61,1.6
3.605,2
3.6,2.4
3.594,2.4
3.589,2.4
3.584,2.4
3.578,2.4
3.573,2.4
3.568,2.4
3.562,2.4
3.557,2.4
3.552,2.4
3.546,2.4
3.541,2.4
3.536,2.4
3.53,2
3.525,2
3.52,1.6
3.514,1.6
3.509,1.6
3.504,1.6
3.498,2
3.493,2
3.488,2.4
3.482,2.8
3.477,2.8
3.472,2.8
3.466,2.8
3.461,2.8
3.456,2.8
3.45,2.8
3.445,2.8
3.44,2.8
3.434,2.8
3.429,2.8
3.424,2.8
3.418,2.4
3.413,2.4
3.408,2.4
3.402,2.4
3.397,2.4
3.392,2.4
3.386,2.4
3.381,2.4
3.376,2.4
3.37,2.8
3.365,3.2
3.36,3.2
3.354,3.2
3.349,3.2
3.344,3.6
3.338,3.6
3.333,3.6
3.328,3.6
3.322,3.6
3.317,3.6
3.312,3.6
3.306,3.2
3.301,3.2
3.296,3.2
3.291,2.8
3.285,2.8
3.28,2.8
3.275,2.8
3.269,2.8
3.264,2.8
3.259,2.8
3.253,3.2
3.248,3.6
3.243,4
3.237,4
3.232,4
3.227,4
3.221,4
3.216,4
3.211,4
3.205,4
3.2,4
3.195,4
3.189,3.6
3.184,3.6
3.179,3.6
3.173,3.2
3.168,3.2
3.163,3.2
3.157,3.2
3.152,3.2
3.147,3.6
3.141,3.6
3.136,3.6
3.131,4
3.125,4.4
3.12,5.2
3.115,5.6
3.109,5.2
3.104,5.2
3.099,5.2
3.093,5.2
3.088,5.2
3.083,5.2
3.077,4.8
3.072,4.8
3.067,4.8
3.061,4.8
3.056,4.8
3.051,4.4
3.045,4.4
3.04,4.4
3.035,4.4
3.029,4.4
3.024,4.4
3.019,4.4
3.013,4.4
3.008,4.8
3.003,4.8
2.997,5.2
2.992,6
2.987,7.2
2.981,7.2
2.976,6.8
2.971,6
2.965,6
2.96,6
2.955,5.6
2.949,5.2
2.944,4.8
2.939,4.8
2.933,4.8
2.928,4.8
2.923,4.8
2.917,4.8
2.912,4.8
2.907,4.8
2.901,4.8
2.896,4.8
2.891,4.8
2.885,4.8
2.88,5.2
2.875,5.6
2.869,6
2.864,6.4
2.859,7.2
2.853,8.8
2.848,10
2.843,10
2.837,8.8
2.832,8
2.827,7.6
2.821,7.6
2.816,7.2
2.811,6.8
2.805,6.4
2.8,6
2.795,5.6
2.789,5.6
2.784,5.6
2.779,5.6
2.773,5.6
2.768,5.6
2.763,5.2
2.757,5.2
2.752,5.2
2.747,5.2
2.741,5.6
2.736,6
2.731,6.4
2.725,6.8
2.72,6.8
2.715,7.6
2.709,8.8
2.704,10.4
2.699,10.8
2.693,9.6
2.688,8.4
2.683,7.6
2.677,7.6
2.672,7.2
2.667,6.8
2.661,6.4
2.656,6
2.651,5.6
2.645,5.2
2.64,5.2
2.635,5.2
2.629,5.2
2.624,5.2
2.619,5.2
2.613,5.2
2.608,5.2
2.602,5.2
2.597,5.6
2.592,6
2.586,6.4
2.581,7.2
2.576,7.6
2.57,8
2.565,8.4
2.56,9.6
2.554,12
2.549,14.4
2.544,14.8
2.538,13.2
2.533,11.2
2.528,10
2.522,9.6
2.517,9.2
2.512,8.8
2.506,8
2.501,7.2
2.496,6.8
2.49,6.4
2.485,6.4
2.48,6
2.474,6
2.469,6
2.464,6
2.458,6
2.453,6
2.448,6
2.442,6
2.437,6.4
2.432,6.8
2.426,7.2
2.421,8
2.416,8.8
2.41,9.2
2.405,10
2.4,11.2
2.394,13.2
2.389,16.4
2.384,18.8
2.378,18.8
2.373,16.8
2.368,14.8
2.362,13.2
2.357,12
2.352,11.2
2.346,10.4
2.341,9.6
2.336,8.8
2.33,8
2.325,7.6
2.32,7.2
2.314,6.8
2.309,6.4
2.304,6.4
2.298,6.4
2.293,6.4
2.288,6.4
2.282,6.4
2.277,6.4
2.272,6.8
2.266,6.8
2.261,7.2
2.256,8
2.25,8.8
2.245,9.6
2.24,10.4
2.234,11.2
2.229,12.4
2.223,14
2.218,17.2
2.213,21.2
2.207,24.4
2.202,24.8
2.197,22.8
2.191,19.6
2.186,17.2
2.181,15.2
2.175,13.6
2.17,12.4
2.165,11.6
2.159,10.4
2.154,9.6
2.149,8.8
2.143,8
2.138,7.6
2.133,7.2
2.127,7.2
2.122,6.8
2.117,6.8
2.111,6.8
2.106,6.8
2.101,6.8
2.095,6.8
2.09,7.2
2.085,7.2
2.079,7.6
2.074,8
2.069,8.8
2.063,9.6
2.058,10.8
2.053,12
2.047,13.2
2.042,14.4
2.037,16.4
2.031,20
2.026,24.8
2.021,30
2.015,33.6
2.01,33.6
2.005,30.8
1.999,27.2
1.994,23.2
1.989,20
1.983,18
1.978,16.4
1.972,15.2
1.967,14
1.962,12.8
1.956,11.6
1.951,10.8
1.946,10
1.94,9.2
1.935,8.8
1.93,8.4
1.924,8
1.919,7.6
1.914,7.6
1.908,7.6
1.903,7.6
1.898,7.6
1.892,7.6
1.887,7.6
1.882,8
1.876,8.4
1.871,8.8
1.866,9.2
1.86,10
1.855,10.8
1.85,12
1.844,13.2
1.839,14.4
1.834,16
1.828,18.8
1.823,22.4
1.818,28
1.812,34.8
1.807,40.8
1.802,43.2
1.796,42
1.791,38.4
1.786,33.6
1.78,29.2
1.775,25.2
1.769,22.4
1.764,20
1.759,18.4
1.753,16.8
1.748,15.6
1.743,14.4
1.737,13.6
1.732,12.4
1.727,11.6
1.721,11.2
1.716,10.4
1.711,10
1.705,9.6
1.7,9.2
1.695,8.8
1.689,8.8
1.684,8.8
1.679,8.4
1.673,8.4
1.668,8.4
1.663,8.4
1.657,8.8
1.652,8.8
1.647,9.2
1.641,9.6
1.636,10
1.631,10.8
1.625,11.6
1.62,12.8
1.615,14
1.609,15.6
1.604,17.2
1.599,19.2
1.593,22
1.588,26
1.582,32
1.577,39.6
1.572,48
1.566,54.8
1.561,58.4
1.556,57.6
1.55,53.6
1.545,48
1.54,42
1.534,36.8
1.529,32.4
1.524,28.8
1.518,26
1.513,24
1.508,22.4
1.502,20.8
1.497,19.2
1.492,18
1.486,16.8
1.481,15.6
1.476,14.8
1.47,14
1.465,13.2
1.46,12.8
1.454,12.4
1.449,12
1.444,11.6
1.438,11.2
1.433,10.8
1.428,10.8
1.422,10.4
1.417,10
1.411,10
1.406,10
1.401,10
1.395,10
1.39,10
1.385,10.4
1.379,10.4
1.374,10.8
1.369,11.2
1.363,11.6
1.358,12.4
1.353,13.2
1.347,14
1.342,15.6
1.337,17.2
1.331,18.8
1.326,20.8
1.321,23.2
1.315,26.4
1.31,30.8
1.305,36
1.299,43.2
1.294,51.6
1.289,60.4
1.283,68
1.278,72.8
1.273,74.4
1.267,72.8
1.262,68.8
1.256,63.2
1.251,56.8
1.246,50.8
1.24,45.2
1.235,40.4
1.23,36.4
1.224,33.2
1.219,30.4
1.214,28.4
1.208,26.4
1.203,24.8
1.198,23.6
1.192,22.4
1.187,21.2
1.182,20
1.176,18.8
1.171,18
1.166,17.2
1.16,16.4
1.155,15.6
1.15,15.2
1.144,14.8
1.139,14.4
1.134,13.6
1.128,13.2
1.123,12.8
1.118,12.8
1.112,12.4
1.107,12
1.101,12
1.096,11.6
1.091,11.6
1.085,11.6
1.08,11.6
1.075,11.6
1.069,11.6
1.064,11.6
1.059,11.6
1.053,11.6
1.048,11.6
1.043,12
1.037,12.4
1.032,12.8
1.027,13.2
1.021,13.6
1.016,14
1.011,14.8
1.005,15.6
1,16.8
0.995,18
0.989,19.2
0.984,20.4
0.979,22
0.973,24
0.968,26
0.962,28.8
0.957,32
0.952,36
0.946,40.8
0.941,46.4
0.936,53.2
0.93,60.8
0.925,68.4
0.92,75.2
0.914,81.6
0.909,86
0.904,90
0.898,91.2
0.893,92
0.888,90.4
0.882,87.6
0.877,83.6
0.872,79.2
0.866,74.4
0.861,69.6
0.856,64.4
0.85,59.6
0.845,55.2
0.84,51.2
0.834,47.2
0.829,44
0.823,41.2
0.818,38.4
0.813,36
0.807,34
0.802,32
0.797,30.4
0.791,29.2
0.786,28
0.781,26.8
0.775,25.6
0.77,24.8
0.765,24
0.759,23.2
0.754,22.4
0.749,22
0.743,21.2
0.738,20.8
0.733,20
0.727,19.6
0.722,18.8
0.717,18.4
0.711,18
0.706,17.6
0.701,17.2
0.695,16.8
0.69,16.4
0.684,16
0.679,15.6
0.674,15.2
0.668,14.8
0.663,14.4
0.658,14.4
0.652,14
0.647,13.6
0.642,13.6
0.636,13.2
0.631,12.8
0.626,12.8
0.62,12.8
0.615,12.8
0.61,12.8
0.604,12.8
0.599,12.4
0.594,12.4
0.588,12.4
0.583,12.4
0.578,12.4
0.572,12.4
0.567,12.4
0.561,12.4
0.556,12.4
0.551,12.4
0.545,12.4
0.54,12.4
0.535,12.4
0.529,12.4
0.524,12.4
0.519,12.8
0.513,12.8
0.508,12.8
0.503,13.2
0.497,13.6
0.492,13.6
0.487,14
0.481,14
0.476,14.4
0.471,14.8
0.465,15.2
0.46,15.6
0.455,15.6
0.449,16
0.444,16.4
0.438,17.2
0.433,18
0.428,18.4
0.422,18.8
0.417,19.6
0.412,20.4
0.406,20.8
0.401,21.6
0.396,22
0.39,22.8
0.385,23.6
0.38,24.4
0.374,25.2
0.369,26
0.364,26.8
0.358,27.6
0.353,28.4
0.348,29.2
0.342,30
0.337,31.2
0.332,32.4
0.326,33.6
0.321,34.8
0.316,36
0.31,37.6
0.305,39.2
0.299,40.8
0.294,42.4
0.289,44
0.283,45.6
0.278,47.6
0.273,49.6
0.267,51.6
0.262,54
0.257,56.4
0.251,58.4
0.246,60.8
0.241,62.8
0.235,64.8
0.23,66.8
0.225,69.2
0.219,71.6
0.214,74
0.209,76.4
0.203,78.8
0.198,81.2
0.193,83.6
0.187,86
0.182,88
0.176,90
0.171,92
0.166,93.6
0.16,94.8
0.155,96.8
0.15,97.2
0.144,98
0.139,98.4
0.134,100
0.128,100
0.123,100
0.118,99.6
0.112,100
0.107,99.6
0.102,100
0.096,99.2
0.091,100
0.086,99.2
0.08,100
0.075,100
0.07,100
0.064,100
0.059,100
0.053,100
0.048,100
0.043,100
0.037,100
0.032,100
0.027,100
0.021,100
0.016,100
0.011,100
0.005,100
0,100
-0.005,100
-0.011,100
-0.016,100
-0.021,100
-0.027,100
-0.032,100
-0.037,100
-0.043,100
-0.048,100
-0.053,100
-0.059,100
-0.064,100
-0.07,100
-0.075,100
-0.08,100
-0.086,100
-0.091,100
-0.096,100
-0.102,100
-0.107,100
-0.112,100
-0.118,100
-0.123,100
-0.128,100
-0.134,100
-0.139,100
-0.144,100
-0.15,100
-0.155,100
-0.16,100
-0.166,100
-0.171,100
-0.176,100
-0.182,99.6
-0.187,96.8
-0.193,94.8
-0.198,92.4
-0.203,90
-0.209,87.6
-0.214,85.2
-0.219,82.8
-0.225,80
-0.23,77.6
-0.235,75.2
-0.241,72.8
-0.246,70.4
-0.251,68
-0.257,65.6
-0.262,63.6
-0.267,61.2
-0.273,59.2
-0.278,57.2
-0.283,55.6
-0.289,53.6
-0.294,52
-0.299,50.4
-0.305,48.8
-0.31,47.2
-0.316,45.6
-0.321,44.4
-0.326,42.8
-0.332,41.6
-0.337,40.8
-0.342,40
-0.348,38.8
-0.353,37.6
-0.358,36.8
-0.364,35.6
-0.369,34.4
-0.374,33.6
-0.38,32.8
-0.385,32
-0.39,31.2
-0.396,30.4
-0.401,29.2
-0.406,28.4
-0.412,27.6
-0.417,26.8
-0.422,26
-0.428,25.2
-0.433,24.4
-0.438,23.6
-0.444,22.8
-0.449,22.4
-0.455,22
-0.46,21.2
-0.465,20.4
-0.471,20
-0.476,19.6
-0.481,19.2
-0.487,18.8
-0.492,18.4
-0.497,18
-0.503,17.6
-0.508,17.2
-0.513,16.8
-0.519,16.4
-0.524,16
-0.529,15.6
-0.535,15.6
-0.54,15.2
-0.545,14.8
-0.551,14.4
-0.556,14
-0.561,14
-0.567,13.6
-0.572,13.2
-0.578,13.2
-0.583,12.8
-0.588,12.8
-0.594,12.8
-0.599,12.8
-0.604,12.4
-0.61,12
-0.615,12
-0.62,12
-0.626,12
-0.631,12
-0.636,12
-0.642,11.6
-0.647,11.6
-0.652,11.2
-0.658,11.2
-0.663,11.2
-0.668,11.2
-0.674,11.2
-0.679,11.2
-0.684,11.2
-0.69,11.2
-0.695,11.6
-0.701,11.6
-0.706,12
-0.711,12.4
-0.717,12.8
-0.722,13.2
-0.727,13.6
-0.733,14
-0.738,14.4
-0.743,14.8
-0.749,15.6
-0.754,16.4
-0.759,17.2
-0.765,18
-0.77,18.8
-0.775,20
-0.781,20.8
-0.786,22
-0.791,22.8
-0.797,24
-0.802,25.6
-0.807,27.2
-0.813,29.6
-0.818,32.4
-0.823,36
-0.829,40.4
-0.834,45.6
-0.84,52
-0.845,59.2
-0.85,66.8
-0.856,74
-0.861,80
-0.866,84
-0.872,87.2
-0.877,87.6
-0.882,86.8
-0.888,84.8
-0.893,81.6
-0.898,78
-0.904,74.4
-0.909,71.2
-0.914,68
-0.92,65.2
-0.925,62.8
-0.93,60.4
-0.936,58
-0.941,56
-0.946,54
-0.952,52
-0.957,50.4
-0.962,48.4
-0.968,46.8
-0.973,45.2
-0.979,43.2
-0.984,41.6
-0.989,40
-0.995,38.4
-1,36.8
-1.005,35.6
-1.011,34
-1.016,32.8
-1.021,31.6
-1.027,30.4
-1.032,29.2
-1.037,28.4
-1.043,27.6
-1.048,26.8
-1.053,26
-1.059,25.2
-1.064,23.6
-1.069,22.4
-1.075,22
-1.08,21.6
-1.085,21.2
-1.091,20.8
-1.096,20
-1.101,19.6
-1.107,18.8
-1.112,18
-1.118,17.2
-1.123,16.4
-1.128,15.6
-1.134,15.2
-1.139,14.8
-1.144,14.4
-1.15,14.4
-1.155,14.8
-1.16,15.2
-1.166,15.6
-1.171,16
-1.176,16.8
-1.182,17.6
-1.187,18.4
-1.192,19.6
-1.198,20.8
-1.203,22.8
-1.208,25.6
-1.214,29.6
-1.219,35.2
-1.224,41.6
-1.23,48
-1.235,53.2
-1.24,56.8
-1.246,58.4
-1.251,58
-1.256,56
-1.262,54
-1.267,52
-1.273,50.4
-1.278,48.8
-1.283,47.6
-1.289,46
-1.294,44.4
-1.299,42.8
-1.305,40.8
-1.31,39.2
-1.315,37.6
-1.321,36
-1.326,34.4
-1.331,33.2
-1.337,32.4
-1.342,31.2
-1.347,30.4
-1.353,29.2
-1.358,28.4
-1.363,27.6
-1.369,26.4
-1.374,25.6
-1.379,24.8
-1.385,24
-1.39,23.2
-1.395,22.8
-1.401,22.4
-1.406,21.6
-1.411,21.2
-1.417,20.4
-1.422,19.6
-1.428,19.2
-1.433,18.8
-1.438,18
-1.444,17.6
-1.449,17.6
-1.454,17.6
-1.46,17.6
-1.465,18
-1.47,18
-1.476,18
-1.481,18
-1.486,18.4
-1.492,19.2
-1.497,20.8
-1.502,23.2
-1.508,27.2
-1.513,31.6
-1.518,35.6
-1.524,38.4
-1.529,40.4
-1.534,41.6
-1.54,41.6
-1.545,41.2
-1.55,40.4
-1.556,39.6
-1.561,38.8
-1.566,38
-1.572,36.8
-1.577,35.6
-1.582,34
-1.588,32.4
-1.593,30.8
-1.599,29.6
-1.604,28.4
-1.609,27.2
-1.615,26.4
-1.62,25.2
-1.625,24.4
-1.631,23.6
-1.636,22.8
-1.641,22.4
-1.647,21.6
-1.652,20.8
-1.657,20.4
-1.663,20
-1.668,19.6
-1.673,19.2
-1.679,18.8
-1.684,18.4
-1.689,18
-1.695,17.6
-1.7,17.6
-1.705,17.6
-1.711,17.6
-1.716,17.6
-1.721,17.6
-1.727,17.6
-1.732,18
-1.737,18.8
-1.743,20.4
-1.748,22.8
-1.753,25.2
-1.759,27.6
-1.764,29.2
-1.769,30.4
-1.775,31.6
-1.78,32.4
-1.786,32.8
-1.791,32.4
-1.796,32
-1.802,31.2
-1.807,30.4
-1.812,29.6
-1.818,28.8
-1.823,28.4
-1.828,27.2
-1.834,26
-1.839,24.8
-1.844,23.6
-1.85,22.4
-1.855,21.6
-1.86,20.8
-1.866,20
-1.871,19.2
-1.876,18.8
-1.882,18.4
-1.887,18
-1.892,17.6
-1.898,17.2
-1.903,16.4
-1.908,16.4
-1.914,16.4
-1.919,16.4
-1.924,16
-1.93,16
-1.935,16
-1.94,16
-1.946,16
-1.951,16.8
-1.956,18
-1.962,19.6
-1.967,21.2
-1.972,22.4
-1.978,23.6
-1.983,24.8
-1.989,25.6
-1.994,26.4
-1.999,26.8
-2.005,26.4
-2.01,26
-2.015,25.2
-2.021,24.8
-2.026,24
-2.031,23.2
-2.037,22.4
-2.042,21.6
-2.047,21.2
-2.053,20.4
-2.058,19.2
-2.063,18.4
-2.069,17.6
-2.074,17.2
-2.079,16.4
-2.085,16
-2.09,15.6
-2.095,15.2
-2.101,14.8
-2.106,14.4
-2.111,14.4
-2.117,14.4
-2.122,14.4
-2.127,14
-2.133,14
-2.138,14
-2.143,14.4
-2.149,15.2
-2.154,16
-2.159,16.8
-2.165,17.6
-2.17,18.4
-2.175,19.2
-2.181,20
-2.186,20.8
-2.191,21.2
-2.197,21.2
-2.202,20.8
-2.207,20.4
-2.213,20
-2.218,19.6
-2.223,19.2
-2.229,18.8
-2.234,18.4
-2.24,17.6
-2.245,17.2
-2.25,16.8
-2.256,16.4
-2.261,16
-2.266,15.2
-2.272,14.4
-2.277,14
-2.282,14
-2.288,14
-2.293,14
-2.298,13.6
-2.304,13.2
-2.309,12.8
-2.314,12.8
-2.32,12.8
-2.325,13.2
-2.33,13.6
-2.336,14
-2.341,14.4
-2.346,15.2
-2.352,16
-2.357,16.8
-2.362,17.2
-2.368,17.6
-2.373,17.6
-2.378,17.6
-2.384,17.6
-2.389,17.6
-2.394,17.2
-2.4,16.8
-2.405,16.4
-2.41,16
-2.416,15.6
-2.421,15.2
-2.426,14.8
-2.432,14.4
-2.437,14
-2.442,14
-2.448,13.6
-2.453,13.6
-2.458,13.2
-2.464,12.8
-2.469,12.8
-2.474,12.8
-2.48,12.8
-2.485,12.8
-2.49,12.8
-2.496,12.8
-2.501,12.8
-2.506,13.2
-2.512,13.6
-2.517,14
-2.522,14.4
-2.528,14.8
-2.533,14.8
-2.538,14.8
-2.544,14.8
-2.549,14.8
-2.554,14.8
-2.56,14.4
-2.565,14.4
-2.57,14
-2.576,14
-2.581,13.6
-2.586,13.2
-2.592,12.8
-2.597,12.8
-2.602,12.8
-2.608,12.4
-2.613,12
-2.619,11.6
-2.624,11.6
-2.629,11.6
-2.635,11.2
-2.64,11.2
-2.645,11.2
-2.651,11.2
-2.656,11.2
-2.661,11.2
-2.667,11.6
-2.672,11.6
-2.677,11.6
-2.683,12
-2.688,12.4
-2.693,12.4
-2.699,12.4
-2.704,12.4
-2.709,12.4
-2.715,12.4
-2.72,12.4
-2.725,12.4
-2.731,12.4
-2.736,12
-2.741,11.6
-2.747,11.2
-2.752,10.8
-2.757,10.4
-2.763,10.4
-2.768,10.4
-2.773,10.4
-2.779,10.4
-2.784,10.4
-2.789,10
-2.795,10
-2.8,10
-2.805,10
-2.811,10
-2.816,10.4
-2.821,10.4
-2.827,10.4
-2.832,10.4
-2.837,10.4
-2.843,10.4
-2.848,10.8
-2.853,11.2
-2.859,11.2
-2.864,11.2
-2.869,11.2
-2.875,11.2
-2.88,11.2
-2.885,10.8
-2.891,10.8
-2.896,10.8
-2.901,10.4
-2.907,10
-2.912,10
-2.917,9.6
-2.923,9.6
-2.928,9.2
-2.933,9.2
-2.939,9.2
-2.944,9.2
-2.949,9.2
-2.955,9.2
-2.96,9.2
-2.965,9.2
-2.971,9.2
-2.976,9.2
-2.981,9.2
-2.987,9.2
-2.992,9.6
-2.997,9.6
-3.003,9.6
-3.008,9.6
-3.013,9.6
-3.019,9.6
-3.024,9.6
-3.029,9.2
-3.035,9.2
-3.04,9.2
-3.045,9.2
-3.051,9.2
-3.056,8.8
-3.061,8.4
-3.067,8.4
-3.072,8
-3.077,8
-3.083,7.6
-3.088,7.6
-3.093,7.6
-3.099,7.6
-3.104,7.6
-3.109,7.6
-3.115,8
-3.12,8.4
-3.125,8.8
-3.131,8.8
-3.136,8.8
-3.141,8.8
-3.147,8.8
-3.152,8.8
-3.157,8.4
-3.163,8
-3.168,8
-3.173,8
-3.179,8
-3.184,7.6
-3.189,7.6
-3.195,7.6
-3.2,7.2
-3.205,7.2
-3.211,6.8
-3.216,6.8
-3.221,6.8
-3.227,6.8
-3.232,6.8
-3.237,7.2
-3.243,7.2
-3.248,7.6
-3.253,7.6
-3.259,8
-3.264,8
-3.269,8
-3.275,8
-3.28,8
-3.285,8
-3.291,8
-3.296,8
-3.301,7.6
-3.306,7.6
-3.312,7.2
-3.317,6.8
-3.322,6.8
-3.328,6.4
-3.333,6.4
-3.338,6
-3.344,6
-3.349,6
-3.354,6
-3.36,6
-3.365,6
-3.37,6.4
-3.376,6.8
-3.381,6.8
-3.386,7.2
-3.392,7.2
-3.397,7.2
-3.402,7.2
-3.408,7.2
-3.413,6.8
-3.418,6.8
-3.424,6.8
-3.429,6.4
-3.434,6.4
-3.44,6
-3.445,5.6
-3.45,5.6
-3.456,5.6
-3.461,5.2
-3.466,5.2
-3.472,5.2
-3.477,5.2
-3.482,5.6
-3.488,5.6
-3.493,6
-3.498,6
-3.504,6
-3.509,6
-3.514,6.4
-3.52,6.4
-3.525,6.4
-3.53,6.4
-3.536,6
-3.541,5.6
-3.546,5.6
-3.552,5.6
-3.557,5.2
-3.562,5.2
-3.568,5.2
-3.573,5.2
-3.578,5.2
-3.584,5.2
-3.589,5.2
-3.594,5.2
-3.6,5.2
-3.605,5.2
-3.61,5.6
-3.616,5.6
-3.621,6
-3.626,6
-3.632,6
-3.637,6
-3.642,6
-3.647,5.6
-3.653,5.2
-3.658,5.2
-3.663,4.8
-3.669,4.8
-3.674,4.4
-3.679,4.4
-3.685,4.4
-3.69,4.4
-3.695,4.4
-3.701,4.4
-3.706,4.4
-3.711,4.4
-3.717,4.8
-3.722,4.8
-3.727,4.8
-3.733,4.8
-3.738,4.8
-3.743,4.8
-3.749,4.8
-3.754,4.8
-3.759,4.8
-3.765,4.4
-3.77,4.4
-3.775,4.4
-3.781,4.4
-3.786,4.4
-3.791,4.4
-3.797,4.4
-3.802,4.4
-3.807,4.4
-3.813,4.4
-3.818,4.4
-3.823,4.4
-3.829,4.4
-3.834,4.4
-3.839,4.4
-3.844,4.4
-3.85,4.4
-3.855,4.4
-3.86,4.4
-3.866,4.4
-3.871,4.4
-3.876,4
-3.882,4
-3.887,4
-3.892,4
-3.898,4
-3.903,4
-3.908,4
-3.914,4
-3.919,4
-3.924,4
-3.93,4
-3.935,4
-3.94,4
-3.946,4
-3.951,4
-3.956,4
-3.962,4
-3.967,4
-3.972,3.6
