alpha,I
2.624,4.4
2.619,4.4
2.613,4.4
2.608,4.4
2.602,4.4
2.597,4.4
2.592,4.6
2.586,4.9
2.581,5.6
2.576,6.4
2.57,7.6
2.565,8
2.56,7.6
2.554,7.2
2.549,7.1
2.544,7
2.538,7.2
2.533,7.7
2.528,8.4
2.522,8.4
2.517,7.7
2.512,6.8
2.506,6
2.501,5.2
2.496,4.8
2.49,4.5
2.485,4.4
2.48,4.4
2.474,4.4
2.469,4.4
2.464,4.4
2.458,4.4
2.453,4.4
2.448,4.5
2.442,4.6
2.437,4.8
2.432,4.9
2.426,5.3
2.421,6
2.416,7
2.41,8.2
2.405,9.2
2.4,9.2
2.394,9.2
2.389,8.8
2.384,8.4
2.378,8.4
2.373,8.8
2.368,9.4
2.362,10.2
2.357,10.4
2.352,9.6
2.346,8.4
2.341,7.3
2.336,6.4
2.33,5.6
2.325,5.2
2.32,4.9
2.314,4.8
2.309,4.8
2.304,4.8
2.298,4.8
2.293,4.8
2.288,4.8
2.282,4.8
2.277,4.9
2.272,5.2
2.266,5.2
2.261,5.6
2.256,6
2.25,6.8
2.245,8
2.24,9.6
2.234,11.2
2.229,12
2.223,12
2.218,11.7
2.213,11.2
2.207,10.8
2.202,10.8
2.197,11.2
2.191,12
2.186,13.2
2.181,13.6
2.175,13.2
2.17,12
2.165,10.7
2.159,9.4
2.154,8.2
2.149,7.3
2.143,6.6
2.138,6
2.133,5.6
2.127,5.5
2.122,5.2
2.117,5.2
2.111,5.2
2.106,5.2
2.101,5.2
2.095,5.2
2.09,5.4
2.085,5.6
2.079,6
2.074,6.4
2.069,6.8
2.063,7.6
2.058,9.1
2.053,11.1
2.047,13.3
2.042,14.9
2.037,15.2
2.031,14.7
2.026,13.9
2.021,13.2
2.015,12.8
2.01,12.8
2.005,13.3
1.999,14.6
1.994,16.2
1.989,17.1
1.983,16.8
1.978,15.6
1.972,14
1.967,12.4
1.962,10.8
1.956,9.6
1.951,8.5
1.946,7.7
1.94,7.1
1.935,6.7
1.93,6.3
1.924,6
1.919,5.7
1.914,5.6
1.908,5.6
1.903,5.6
1.898,5.6
1.892,5.6
1.887,5.9
1.882,6
1.876,6.4
1.871,6.8
1.866,7.3
1.86,8.1
1.855,9.5
1.85,11.6
1.844,14.4
1.839,17.4
1.834,19.5
1.828,19.9
1.823,19.1
1.818,17.9
1.812,16.7
1.807,16
1.802,15.6
1.796,16
1.791,17.1
1.786,18.9
1.78,21.1
1.775,22.8
1.769,23.1
1.764,21.9
1.759,19.7
1.753,17.4
1.748,15.4
1.743,13.6
1.737,12.2
1.732,11
1.727,10.1
1.721,9.3
1.716,8.8
1.711,8.4
1.705,8
1.7,7.6
1.695,7.2
1.689,7.2
1.684,7.2
1.679,7
1.673,6.9
1.668,6.9
1.663,6.9
1.657,7.1
1.652,7.3
1.647,7.6
1.641,8
1.636,8.8
1.631,9.6
1.625,11.2
1.62,13.2
1.615,16
1.609,19.7
1.604,23.5
1.599,26.1
1.593,27
1.588,26.2
1.582,24.5
1.577,22.5
1.572,20.9
1.566,20.1
1.561,19.7
1.556,20.3
1.55,21.8
1.545,24.2
1.54,27.1
1.534,29.9
1.529,31.5
1.524,31.5
1.518,30
1.513,27.4
1.508,24.6
1.502,21.8
1.497,19.2
1.492,17.2
1.486,15.6
1.481,14.4
1.476,13.2
1.47,12.4
1.465,11.6
1.46,10.8
1.454,10.3
1.449,9.9
1.444,9.5
1.438,9.2
1.433,8.9
1.428,8.8
1.422,8.8
1.417,8.8
1.411,8.6
1.406,8.6
1.401,8.6
1.395,8.7
1.39,8.8
1.385,9
1.379,9.2
1.374,9.6
1.369,10.3
1.363,11.2
1.358,12.4
1.353,14
1.347,16.4
1.342,19.8
1.337,24
1.331,28.6
1.326,32.8
1.321,35.8
1.315,36.9
1.31,36.1
1.305,34.1
1.299,31.4
1.294,28.9
1.289,26.7
1.283,25.1
1.278,24.3
1.273,24.3
1.267,25.2
1.262,27
1.256,29.8
1.251,33.4
1.246,37.1
1.24,40.3
1.235,42.2
1.23,42.3
1.224,40.9
1.219,38.3
1.214,35.1
1.208,31.6
1.203,28.4
1.198,25.3
1.192,22.8
1.187,20.5
1.182,18.8
1.176,17.2
1.171,16
1.166,15
1.16,14.2
1.155,13.5
1.15,13
1.144,12.4
1.139,12
1.134,11.6
1.128,11.2
1.123,10.8
1.118,10.7
1.112,10.4
1.107,10.3
1.101,10
1.096,9.9
1.091,9.8
1.085,9.7
1.08,9.7
1.075,9.7
1.069,9.8
1.064,10
1.059,10.3
1.053,10.5
1.048,10.8
1.043,11.2
1.037,11.9
1.032,12.7
1.027,13.5
1.021,14.4
1.016,15.7
1.011,17.5
1.005,19.6
1,22.4
0.995,25.8
0.989,29.8
0.984,34.3
0.979,39.1
0.973,43.5
0.968,47.1
0.962,49.5
0.957,50.4
0.952,49.9
0.946,48.4
0.941,46.1
0.936,43.6
0.93,41.1
0.925,38.7
0.92,36.7
0.914,35.1
0.909,33.9
0.904,33.2
0.898,33.2
0.893,33.7
0.888,34.8
0.882,36.6
0.877,39
0.872,41.9
0.866,45.1
0.861,48.6
0.856,51.9
0.85,54.6
0.845,56.4
0.84,57.1
0.834,56.7
0.829,55.3
0.823,53
0.818,50.3
0.813,47.5
0.807,44.3
0.802,41.5
0.797,38.7
0.791,35.9
0.786,33.5
0.781,31.1
0.775,29.1
0.77,27.2
0.765,25.6
0.759,23.9
0.754,22.6
0.749,21.3
0.743,20.1
0.738,18.9
0.733,18.1
0.727,17.3
0.722,16.5
0.717,16
0.711,15.4
0.706,14.9
0.701,14.4
0.695,14
0.69,13.6
0.684,13.2
0.679,12.9
0.674,12.8
0.668,12.6
0.663,12.4
0.658,12.1
0.652,12
0.647,11.8
0.642,11.6
0.636,11.6
0.631,11.5
0.626,11.4
0.62,11.3
0.615,11.2
0.61,11.2
0.604,11.2
0.599,11.2
0.594,11.2
0.588,11.2
0.583,11.2
0.578,11.2
0.572,11.2
0.567,11.2
0.561,11.3
0.556,11.3
0.551,11.6
0.545,11.6
0.54,11.9
0.535,12.2
0.529,12.4
0.524,12.7
0.519,13
0.513,13.2
0.508,13.6
0.503,14
0.497,14.4
0.492,14.8
0.487,15.2
0.481,16
0.476,16.6
0.471,17.3
0.465,18.1
0.46,19.1
0.455,20.3
0.449,21.4
0.444,22.8
0.438,24.4
0.433,26
0.428,27.6
0.422,29.5
0.417,31.4
0.412,33.5
0.406,35.9
0.401,38.2
0.396,40.6
0.39,43.1
0.385,45.6
0.38,48.3
0.374,51
0.369,53.6
0.364,56
0.358,58.4
0.353,60.7
0.348,62.8
0.342,64.7
0.337,66.3
0.332,67.8
0.326,69.1
0.321,70.1
0.316,70.9
0.31,71.5
0.305,71.9
0.299,71.8
0.294,71.8
0.289,71.5
0.283,71.2
0.278,70.7
0.273,70.1
0.267,69.4
0.262,68.7
0.257,67.9
0.251,67.2
0.246,66.3
0.241,65.3
0.235,64.2
0.23,63.1
0.225,62
0.219,61.1
0.214,60.1
0.209,59.2
0.203,58.4
0.198,57.7
0.193,57
0.187,56.5
0.182,56
0.176,55.3
0.171,54.7
0.166,54.2
0.16,53.7
0.155,53.1
0.15,52.6
0.144,52.2
0.139,51.7
0.134,51.3
0.128,50.9
0.123,50.5
0.118,50.1
0.112,49.7
0.107,49.2
0.102,48.5
0.096,48
0.091,47.6
0.086,47.1
0.08,46.8
0.075,46.4
0.07,46.1
0.064,45.8
0.059,45.9
0.053,46.1
0.048,46.5
0.043,46.8
0.037,46.8
0.032,46.8
0.027,46.8
0.021,46.8
0.016,46.7
0.011,46.6
0.005,46.6
0,46.6
-0.005,46.5
-0.011,46.3
-0.016,46.3
-0.021,46.2
-0.027,46.2
-0.032,46.1
-0.037,46.3
-0.043,46.5
-0.048,46.7
-0.053,46.9
-0.059,47.2
-0.064,47.5
-0.07,47.6
-0.075,47.8
-0.08,48.1
-0.086,48.4
-0.091,48.8
-0.096,49.2
-0.102,49.6
-0.107,50
-0.112,50.4
-0.118,50.9
-0.123,51.6
-0.128,52.3
-0.134,53
-0.139,53.6
-0.144,54.4
-0.15,55.2
-0.155,56
-0.16,56.9
-0.166,57.9
-0.171,59
-0.176,59.9
-0.182,61.1
-0.187,62.4
-0.193,63.6
-0.198,65
-0.203,66.3
-0.209,67.6
-0.214,69.1
-0.219,70.6
-0.225,72
-0.23,73.6
-0.235,75.1
-0.241,76.6
-0.246,78
-0.251,79.4
-0.257,80.6
-0.262,81.8
-0.267,82.6
-0.273,83.7
-0.278,84.2
-0.283,84.9
-0.289,85.2
-0.294,85.3
-0.299,84.9
-0.305,84.4
-0.31,83.4
-0.316,82.3
-0.321,80.7
-0.326,78.8
-0.332,76.8
-0.337,74.8
-0.342,72.4
-0.348,69.8
-0.353,67.1
-0.358,64.4
-0.364,61.7
-0.369,59.1
-0.374,56.6
-0.38,54.2
-0.385,51.9
-0.39,49.6
-0.396,47.4
-0.401,45.2
-0.406,43.2
-0.412,41.2
-0.417,39.4
-0.422,37.7
-0.428,36.1
-0.433,34.5
-0.438,32.9
-0.444,31.5
-0.449,30
-0.455,28.8
-0.46,27.6
-0.465,26.5
-0.471,25.5
-0.476,24.6
-0.481,23.5
-0.487,22.7
-0.492,21.9
-0.497,21.1
-0.503,20.3
-0.508,19.6
-0.513,18.8
-0.519,18.1
-0.524,17.5
-0.529,16.8
-0.535,16.3
-0.54,15.9
-0.545,15.5
-0.551,15
-0.556,14.4
-0.561,14
-0.567,13.6
-0.572,13.2
-0.578,12.8
-0.583,12.4
-0.588,12
-0.594,11.7
-0.599,11.6
-0.604,11.6
-0.61,11.4
-0.615,11.2
-0.62,11.2
-0.626,11.1
-0.631,10.9
-0.636,10.8
-0.642,10.8
-0.647,10.8
-0.652,10.6
-0.658,10.6
-0.663,10.5
-0.668,10.5
-0.674,10.5
-0.679,10.5
-0.684,10.8
-0.69,10.9
-0.695,11.2
-0.701,11.6
-0.706,11.9
-0.711,12.3
-0.717,12.8
-0.722,13.2
-0.727,13.9
-0.733,14.7
-0.738,15.3
-0.743,16.4
-0.749,17.6
-0.754,19
-0.759,20.7
-0.765,23
-0.77,25.5
-0.775,28.7
-0.781,32.3
-0.786,36.3
-0.791,40.4
-0.797,44.3
-0.802,47.7
-0.807,50.2
-0.813,51.7
-0.818,52.2
-0.823,51.8
-0.829,50.8
-0.834,49.3
-0.84,48
-0.845,46.6
-0.85,45.2
-0.856,44
-0.861,42.9
-0.866,42.1
-0.872,41.6
-0.877,41.3
-0.882,41.3
-0.888,41.6
-0.893,42.5
-0.898,44
-0.904,46.3
-0.909,49.1
-0.914,52
-0.92,54.8
-0.925,57
-0.93,58.2
-0.936,58.2
-0.941,57.2
-0.946,55.5
-0.952,53.2
-0.957,50.8
-0.962,48.4
-0.968,46.1
-0.973,44.1
-0.979,42.1
-0.984,40.4
-0.989,38.7
-0.995,37.1
-1,35.6
-1.005,34.2
-1.011,32.9
-1.016,31.6
-1.021,30.4
-1.027,29.2
-1.032,28
-1.037,26.8
-1.043,25.6
-1.048,24.4
-1.053,23.2
-1.059,21.6
-1.064,20.4
-1.069,19.5
-1.075,18.8
-1.08,18.3
-1.085,17.7
-1.091,17.3
-1.096,16.9
-1.101,16.4
-1.107,16
-1.112,15.6
-1.118,15.3
-1.123,15.1
-1.128,15
-1.134,14.9
-1.139,14.9
-1.144,15.1
-1.15,15.4
-1.155,15.8
-1.16,16.5
-1.166,17.6
-1.171,19.3
-1.176,21.6
-1.182,24.4
-1.187,27.2
-1.192,29.8
-1.198,31.8
-1.203,33.1
-1.208,33.5
-1.214,33.4
-1.219,33
-1.224,32.5
-1.23,32
-1.235,31.5
-1.24,31.1
-1.246,30.7
-1.251,30.7
-1.256,31.1
-1.262,32.2
-1.267,33.8
-1.273,36.1
-1.278,38.2
-1.283,39.8
-1.289,40.9
-1.294,40.9
-1.299,40.3
-1.305,39.3
-1.31,37.9
-1.315,36.4
-1.321,35
-1.326,33.6
-1.331,32.3
-1.337,31
-1.342,29.9
-1.347,28.9
-1.353,27.9
-1.358,26.9
-1.363,26.1
-1.369,25.2
-1.374,24.4
-1.379,23.6
-1.385,22.8
-1.39,22
-1.395,21.2
-1.401,20.4
-1.406,19.6
-1.411,18.8
-1.417,18.3
-1.422,17.6
-1.428,17.1
-1.433,16.4
-1.438,16
-1.444,15.6
-1.449,15.5
-1.454,15.6
-1.46,16
-1.465,16.8
-1.47,18.4
-1.476,20
-1.481,22
-1.486,23.6
-1.492,24.7
-1.497,25.3
-1.502,25.5
-1.508,25.5
-1.513,25.4
-1.518,25.1
-1.524,25
-1.529,25
-1.534,25.3
-1.54,25.9
-1.545,27.1
-1.55,28.1
-1.556,29
-1.561,29.5
-1.566,29.8
-1.572,29.7
-1.577,29.3
-1.582,28.8
-1.588,28.1
-1.593,27.3
-1.599,26.8
-1.604,26
-1.609,25.2
-1.615,24.4
-1.62,23.7
-1.625,22.9
-1.631,22.3
-1.636,21.6
-1.641,20.8
-1.647,20.1
-1.652,19.6
-1.657,18.8
-1.663,18.4
-1.668,17.9
-1.673,17.4
-1.679,16.9
-1.684,16.4
-1.689,16
-1.695,15.9
-1.7,15.8
-1.705,15.8
-1.711,16.2
-1.716,17
-1.721,18
-1.727,18.8
-1.732,19.6
-1.737,20
-1.743,20.4
-1.748,20.8
-1.753,20.8
-1.759,20.9
-1.764,21
-1.769,21.2
-1.775,21.6
-1.78,22
-1.786,22.5
-1.791,22.9
-1.796,22.9
-1.802,22.9
-1.807,22.7
-1.812,22.4
-1.818,22.1
-1.823,21.9
-1.828,21.5
-1.834,21.1
-1.839,20.7
-1.844,20.3
-1.85,19.9
-1.855,19.6
-1.86,19.1
-1.866,18.6
-1.871,18
-1.876,17.4
-1.882,16.9
-1.887,16.4
-1.892,16
-1.898,15.6
-1.903,15.2
-1.908,14.9
-1.914,14.8
-1.919,14.8
-1.924,15.2
-1.93,15.6
-1.935,16
-1.94,16.4
-1.946,16.8
-1.951,16.9
-1.956,17.2
-1.962,17.4
-1.967,17.6
-1.972,17.6
-1.978,18
-1.983,18.4
-1.989,18.8
-1.994,18.8
-1.999,18.8
-2.005,18.8
-2.01,18.8
-2.015,18.8
-2.021,18.6
-2.026,18.3
-2.031,18
-2.037,17.6
-2.042,17.2
-2.047,16.9
-2.053,16.6
-2.058,16.2
-2.063,15.9
-2.069,15.6
-2.074,15.5
-2.079,15.2
-2.085,14.8
-2.09,14.4
-2.095,14
-2.101,13.6
-2.106,13.2
-2.111,13
-2.117,13.1
-2.122,13.5
-2.127,14
-2.133,14.4
-2.138,14.4
-2.143,14.5
-2.149,14.7
-2.154,14.8
-2.159,15
-2.165,15.2
-2.17,15.6
-2.175,15.6
-2.181,15.6
-2.186,15.6
-2.191,15.6
-2.197,15.6
-2.202,15.6
-2.207,15.5
-2.213,15.5
-2.218,15.4
-2.223,15.3
-2.229,15.2
-2.234,15
-2.24,14.7
-2.245,14.4
-2.25,14
-2.256,13.6
-2.261,13.2
-2.266,12.8
-2.272,12.4
-2.277,12.2
-2.282,12.3
-2.288,12.4
-2.293,12.4
-2.298,12.5
-2.304,12.6
-2.309,12.6
-2.314,12.6
-2.32,12.6
-2.325,12.6
-2.33,12.6
-2.336,12.7
-2.341,12.8
-2.346,13
-2.352,13
-2.357,13
-2.362,12.9
-2.368,12.9
-2.373,12.8
-2.378,12.8
-2.384,12.8
-2.389,12.8
-2.394,12.8
-2.4,12.8
-2.405,12.8
-2.41,12.8
-2.416,12.5
-2.421,12.1
-2.426,11.7
-2.432,11.5
-2.437,11.2
-2.442,11.2
-2.448,11.2
-2.453,11.2
-2.458,11.2
-2.464,11.2
-2.469,11.4
-2.474,11.4
-2.48,11.4
-2.485,11.3
-2.49,11.3
-2.496,11.3
-2.501,11.4
-2.506,11.5
-2.512,11.5
-2.517,11.4
-2.522,11.2
-2.528,11
-2.533,10.8
-2.538,10.8
-2.544,10.8
-2.549,10.8
-2.554,10.8
-2.56,10.8
-2.565,10.8
-2.57,10.8
-2.576,10.7
-2.581,10.5
-2.586,10.4
-2.592,10.2
-2.597,10
-2.602,10
-2.608,10
-2.613,10
-2.619,10
-2.624,10
-2.629,10
-2.635,10
-2.64,10
-2.645,10
-2.651,10
-2.656,10
-2.661,10
-2.667,9.9
-2.672,9.6
-2.677,9.6
-2.683,9.6
-2.688,9.5
-2.693,9.4
-2.699,9.3
-2.704,9.3
-2.709,9.3
-2.715,9.3
-2.72,9.2
-2.725,9.2
-2.731,9.2
-2.736,9.2
-2.741,9.1
-2.747,8.8
-2.752,8.7
-2.757,8.7
-2.763,8.8
-2.768,8.8
-2.773,8.8
-2.779,8.8
-2.784,8.8
-2.789,8.8
-2.795,8.8
-2.8,8.8
-2.805,8.8
-2.811,8.8
-2.816,8.6
-2.821,8.4
-2.827,8.4
-2.832,8.3
-2.837,8.3
-2.843,8.2
-2.848,8.1
-2.853,8.1
-2.859,8.1
-2.864,8.1
-2.869,8.1
-2.875,8.1
-2.88,8.1
-2.885,8.1
-2.891,8.1
-2.896,8.2
-2.901,8.2
-2.907,8.2
-2.912,8.2
-2.917,8.1
-2.923,8
-2.928,8
-2.933,8
-2.939,8
-2.944,7.6
-2.949,7.6
-2.955,7.3
-2.96,7.2
-2.965,7.2
-2.971,7.2
-2.976,7.2
-2.981,7.2
-2.987,7.2
-2.992,7.2
-2.997,7.2
-3.003,7.2
-3.008,7.2
-3.013,7.2
-3.019,7.2
-3.024,7.2
-3.029,7.3
-3.035,7.3
-3.04,7.3
-3.045,7.2
-3.051,7.2
-3.056,7.2
-3.061,7.2
-3.067,7.2
-3.072,7
-3.077,6.8
-3.083,6.5
-3.088,6.4
-3.093,6.4
-3.099,6.3
-3.104,6.2
-3.109,6.1
-3.115,6
-3.12,6
-3.125,6
-3.131,6
-3.136,6
-3.141,6
-3.147,6.3
-3.152,6.4
-3.157,6.4
-3.163,6.4
-3.168,6.4
-3.173,6.4
-3.179,6.4
-3.184,6.4
-3.189,6.4
-3.195,6.4
-3.2,6.1
-3.205,5.8
-3.211,5.6
-3.216,5.5
-3.221,5.4
-3.227,5.3
-3.232,5.2
-3.237,5.2
-3.243,5.2
-3.248,5.2
-3.253,5.2
-3.259,5.2
-3.264,5.3
-3.269,5.5
-3.275,5.7
-3.28,5.9
-3.285,6
-3.291,6
-3.296,6
-3.301,6
-3.306,6
-3.312,5.7
-3.317,5.6
-3.322,5.3
-3.328,5.2
-3.333,5.1
-3.338,4.9
-3.344,4.8
-3.349,4.8
-3.354,4.8
-3.36,4.8
-3.365,4.8
-3.37,4.8
-3.376,4.8
-3.381,4.8
-3.386,4.8
-3.392,5
-3.397,5.2
-3.402,5.2
-3.408,5.2
-3.413,5.2
-3.418,5.2
-3.424,5.2
-3.429,5.2
-3.434,5.1
-3.44,4.8
-3.445,4.7
-3.45,4.4
-3.456,4.4
-3.461,4.3
-3.466,4.1
-3.472,4
-3.477,4
-3.482,4
-3.488,4
-3.493,4
-3.498,4.2
-3.504,4.3
-3.509,4.4
-3.514,4.4
-3.52,4.5
-3.525,4.6
-3.53,4.6
-3.536,4.6
-3.541,4.6
-3.546,4.4
-3.552,4.4
-3.557,4.3
-3.562,4
-3.568,4
-3.573,3.8
-3.578,3.6
-3.584,3.6
-3.589,3.6
-3.594,3.6
-3.6,3.6
-3.605,3.6
-3.61,3.6
-3.616,3.9
-3.621,4
-3.626,4
-3.632,4
-3.637,4
-3.642,4
-3.647,4
-3.653,4
-3.658,4
-3.663,4
-3.669,3.8
-3.674,3.6
-3.679,3.4
-3.685,3.2
-3.69,3.2
-3.695,3.2
-3.701,3.2
-3.706,3.2
-3.711,3.2
-3.717,3.2
-3.722,3.3
-3.727,3.5
